customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5794-ORFMX,Male,1,No,No,38,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,87.07,3301.61,0
9332-APDQR,Female,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,103.92,422.28,1
3607-AFKFQ,Female,0,No,No,8,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.1,536.14,1
9771-NNTHV,Female,1,No,No,1,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),104.03,112.02,1
5417-EDJTX,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),102.11,2042.31,0
8220-CPJOD,Female,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),98.96,1673.03,1
2806-JTVRP,Male,1,No,Yes,4,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),87.78,343.26,0
9820-IXSQJ,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.66,337.95,0
9240-JUUVB,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),93.79,6285.4,0
1328-BRLOU,Female,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,84.85,2128.71,1
6368-TFRMD,Female,0,No,No,47,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,65.21,3055.81,0
2598-LIBPA,Male,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,116.04,4997.99,0
6507-OTATO,Female,1,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.57,2014.04,0
7242-MRMJT,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,83.83,80.44,0
7712-HARLR,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,87.13,600.82,1
8723-TIBND,Male,0,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.77,243.76,0
2106-FIQOE,Female,0,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.65,1695.89,1
4995-RWDUX,Female,0,Yes,Yes,22,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),68.95,1516.11,1
9186-EZDES,Male,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,103.75,625.61,0
2903-LIXPN,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,109.94,545.03,1
5542-ATWZU,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,101.39,1327.03,1
2283-IXSNV,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),100.77,598.51,1
5363-DGQAN,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,46.49,3356.78,0
8534-LLFZM,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,34.2,2465.65,0
1671-YPWIZ,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),121.03,249.92,1
8373-YXGLC,Female,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,94.21,2737.67,0
6677-SKEWM,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),116.94,697.37,1
9425-GQPHQ,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),110.05,3307.48,1
4347-REFTN,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),100.28,3401.14,0
4179-DGKTB,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.33,92.35,1
8267-GAOTV,Male,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),44.9,1258.18,0
8799-HYENR,Male,0,No,No,54,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,87.99,4761.2,1
7977-YVPNP,Male,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,75.46,380.62,1
8050-QCWWE,Male,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,85.72,164.32,1
8004-OWEVC,Male,1,No,No,20,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),93.15,1870.87,1
2797-WNXBR,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,94.12,1603.64,1
8005-FXENQ,Female,0,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),43.04,2246.1,0
9896-JITLZ,Male,0,Yes,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,76.31,1073.06,0
5314-XRLBA,Female,0,No,Yes,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,103.16,1229.16,0
6496-AVLGD,Male,0,Yes,No,30,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,77.14,2312.6,1
7051-ZOAFN,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,117.5,112.4,1
4417-NJGWX,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,116.07,113.11,0
7517-LXSIC,Male,0,No,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.3,1793.2,1
6673-NFHSJ,Male,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,77.81,164.59,0
6220-IWIOI,Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,33.04,2206.71,0
3460-NFVTH,Male,0,No,No,25,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,62.25,1553.77,1
6245-BEQJN,Female,0,No,No,33,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),69.79,2311.54,1
3513-AVBDM,Male,0,No,No,6,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,82.66,488.46,1
3031-EWJQK,Female,0,No,Yes,16,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),74.34,1183.27,1
2055-EODGJ,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),100.5,306.82,1
2750-XDTZE,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),92.19,460.21,0
4428-KSEUH,Female,0,Yes,No,20,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),75.94,1509.04,0
5391-MERXI,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,95.89,671.04,1
8951-NQFCQ,Female,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,92.01,5427.18,1
3604-FHYFP,Female,0,No,No,72,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),86.18,6209.8,0
1101-QUCWL,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),112.46,108.29,1
4135-FUGKI,Male,1,No,No,34,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,70.57,2390.47,1
8631-EOUZD,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,116.89,229.04,0
4268-GCDYO,Female,0,No,No,20,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,99.85,2006.64,0
5315-BXYEG,Female,0,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,101.64,606.84,1
5848-HIJKA,Male,1,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,99.56,7172.25,0
1679-SLFJX,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,35.99,1794.68,0
4748-XGGWY,Female,1,Yes,Yes,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),108.95,2280.92,1
5789-VIOFP,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.46,350.54,0
7694-OWBHL,Female,0,No,Yes,36,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),61.39,2216.7,0
8978-FTMWP,Female,0,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.33,627.02,0
8655-QZMDT,Male,1,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,112.37,2469.21,1
3921-YVTPQ,Male,0,No,No,30,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.89,2365.98,1
6415-KYEUZ,Male,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,137.96,1657.77,1
6047-HUPDF,Male,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,47.77,53.99,1
8929-UHIMQ,Male,0,Yes,Yes,10,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,83.57,843.78,0
7476-IFJEG,Male,0,No,No,12,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),69.22,836.78,0
4400-YJKCH,Male,0,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),79.86,790.3,0
4344-GLPOU,Female,0,Yes,Yes,42,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),59.75,2505.71,0
2628-MRRXE,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),117.78,1060.92,1
2290-CQWLC,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,95.33,1140.97,0
3550-BDRTU,Male,1,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.33,116.49,1
2997-HBZSJ,Female,0,Yes,Yes,30,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.16,1715.43,1
7299-EKIPZ,Female,0,Yes,No,5,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),93.75,461.76,0
9813-ITZEO,Female,0,No,No,6,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,85.42,515.73,0
3804-UDTUV,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),117.32,2461.88,1
8871-GOVQR,Female,0,No,No,72,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,44.16,3186.06,0
9710-SJMBV,Male,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,90.74,1096.0,0
7906-TKEFC,Male,0,Yes,No,9,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.44,783.82,1
5546-VDGOK,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),118.52,109.34,1
1401-LDXKF,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,108.64,4013.02,0
1178-ZROCQ,Female,0,No,No,7,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),88.97,627.86,1
6665-SIHLO,Female,1,Yes,No,35,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,86.86,3039.8,1
6528-WGUPG,Male,0,Yes,No,7,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),71.14,503.19,0
8275-QKDSB,Female,0,No,No,1,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.49,91.16,1
7561-XQXIV,Female,1,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.57,516.73,0
6888-JWOUO,Male,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.34,1916.1,1
5216-WUBND,Male,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,69.64,350.36,0
3184-BBRQI,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,95.23,381.93,1
8751-BBELP,Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,108.35,428.64,1
2101-TBXHD,Female,0,No,Yes,28,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.47,1688.39,0
2832-TZYSB,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.05,1063.34,1
6807-KHLCM,Female,0,No,No,7,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.11,482.75,0
6850-HOXUI,Female,0,Yes,Yes,9,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,60.27,551.33,1
9981-UCGNO,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),95.92,769.49,0
4656-TKGLS,Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.08,614.53,0
3842-RMKAF,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),108.02,316.21,1
4948-SISWA,Female,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,99.3,1679.64,1
5472-HWZNX,Female,0,Yes,No,8,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,557.81,1
5847-DRNIO,Male,1,No,Yes,64,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,77.79,4985.68,0
1002-DWRNO,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),42.14,553.69,0
4579-JXLUI,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,82.08,165.47,1
3823-QIMNE,Male,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),90.62,5894.88,0
1520-YZZPS,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,43.08,2853.13,0
7807-WGLZB,Male,0,Yes,No,4,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.91,369.39,0
8793-RPKBN,Female,1,No,Yes,40,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,62.39,2500.5,1
3157-GIHIG,Female,0,Yes,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.4,867.47,0
9562-QZWMK,Female,0,Yes,No,10,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,85.19,861.33,1
6141-RQPJD,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,102.34,399.84,0
3493-DVKUY,Female,0,No,No,38,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),68.31,2588.93,0
5521-WICYB,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,66.1,58.65,1
3376-MFDNK,Male,0,No,Yes,23,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.68,1941.06,1
5577-ZCEYG,Female,1,No,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,110.6,1110.31,0
4722-LKSMD,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),106.68,2234.03,1
5813-LBHVS,Female,0,Yes,No,37,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.24,3008.5,1
9468-UAEVZ,Male,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),110.86,4656.59,1
4402-MBSPZ,Male,0,No,No,72,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,58.25,4192.63,0
1164-NSEUX,Male,0,Yes,No,24,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,90.64,2174.36,0
2768-XLPSO,Female,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),45.48,271.26,1
7621-OCQMI,Male,0,No,No,7,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,75.12,535.56,0
1140-PSNHV,Female,0,No,Yes,13,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),119.39,1561.83,0
2015-CWURP,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,37.5,1683.82,0
4120-TKMKD,Male,0,No,No,10,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.33,827.77,0
9813-EDANG,Female,0,No,Yes,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,129.07,3478.85,1
1073-BJCUH,Male,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,98.13,98.35,0
1297-HNRIV,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,116.72,1523.37,1
2634-NNUPE,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.23,272.82,1
3844-WXOUI,Female,0,No,No,66,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.62,4472.63,0
6190-MWHLD,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,127.66,4732.22,0
4087-ZFEAN,Female,0,No,No,3,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),72.82,224.05,0
7460-IRFOP,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,98.94,1193.9,1
6554-ENGDU,Female,0,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.07,145.77,1
5832-DNWPZ,Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),102.6,3290.05,1
7665-DLFMU,Female,0,No,Yes,5,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,91.28,451.46,1
9864-HWPEZ,Male,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,103.41,4032.11,1
5697-GZCXU,Female,1,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),44.12,38.14,1
2185-TWJTI,Male,1,Yes,Yes,20,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,90.46,1810.96,0
2617-FTFZY,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.8,717.95,0
1425-YIICL,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,35.96,328.31,0
5525-YSJSE,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),107.09,433.12,0
8765-IAOXD,Male,0,Yes,Yes,9,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),94.2,856.41,1
6414-FOFGT,Male,0,No,No,16,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.58,1137.72,1
1213-CUMBC,Female,1,No,Yes,72,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,61.11,4392.94,0
9213-SREJN,Female,1,No,No,14,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,68.7,955.67,1
2172-QCGIE,Female,0,No,Yes,5,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),84.86,428.26,0
3815-CZMIW,Female,0,No,No,1,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,96.37,105.65,1
3631-JATUU,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),99.94,91.78,1
3176-SBLWM,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),36.27,435.05,1
5258-XQANF,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),106.99,865.5,0
3544-DFAID,Female,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),143.85,287.51,1
4528-IVMWQ,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,126.43,497.69,1
5883-ONMIW,Male,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.07,476.47,1
5174-NDKVB,Female,0,No,No,27,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.08,2302.69,1
1286-PGKLD,Male,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,103.13,2264.78,1
6935-ZPGYM,Female,1,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,116.74,122.7,1
9349-AEVNK,Female,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),95.38,284.86,1
6559-RONYM,Female,0,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,104.0,5922.98,0
8282-HVQOT,Female,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.88,70.82,1
6850-CQCMY,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,108.64,540.32,1
4153-AGWEB,Male,0,Yes,No,9,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,80.8,732.03,1
2885-QUJDI,Female,0,Yes,No,6,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.1,431.21,1
4412-KZLLR,Female,0,No,Yes,8,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),81.07,653.96,0
4132-IHSXM,Female,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,109.96,3417.43,1
9525-EZJXQ,Female,1,No,Yes,2,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),73.54,146.75,0
4763-PQAUV,Male,0,Yes,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,17.8,178.85,1
1878-QKVED,Female,0,No,No,22,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,88.47,1948.79,0
3297-UXIPL,Male,0,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.81,19.97,1
4985-VCORL,Male,0,No,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,102.48,111.74,0
2757-MADHS,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),108.75,1733.22,1
9180-ZUEKY,Male,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.53,2069.91,0
2271-XQQBX,Male,0,No,Yes,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,107.41,1495.74,1
8801-ADIBC,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),34.65,411.18,1
